SMILES,Activity binary
CC(OC(C)(C)COC(=O)C1CC1)C1CCCC(C)(C)C1,1
Cc1cccc(O)c1O,1
O=C(C(=O)c1ccco1)c1ccco1,0
NCCO,0
Cc1ccc(-n2[nH]c(C)c(N=Nc3cccc(-c4cccc(C(=O)O)c4)c3O)c2=O)cc1C,0
CC=C(C)C=O,0
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,0
CC1C=CC(C(C)C)CC1,0
CC(C)C1=CC2=CCC3C(C)(C(=O)O)CCCC3(C)C2CC1,0
CC(C)=CCCC(C)=CC#N,0
C=CCc1ccc(O)c(OC(C)C)c1,0
Nc1ccc(CCNCC(O)c2ccccc2)cc1,1
O=[PH](=O)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0
C=CCOCC(O)CS(=O)(=O)O,0
C=C(C)C(=O)OCCO,1
CCCOC(=O)C(C)O,0
N#CS,0
N#CSc1ccc(N)c([N+](=O)[O-])c1,1
COc1ccc(NC(=O)CC(C)=O)cc1,1
CC(=O)C1(C)CC2=C(CCCC2(C)C)CC1C,1
CNc1ccc(O)cc1,1
Cc1ccc(NCCO)cc1O,1
NCCCNCCCN,1
C[N+](C)(C)Cc1ccccc1,0
COc1nc(OC)c(N)cc1N,1
CCCCCCCC(=O)OCCCOC(=O)CCCCCCC,0
CCCCCCCCCCCCCCOC(=O)Cl,1
CC[N+](CC)(CC)CC,0
O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0
CCOC(=O)CC1CC2CCC(C1)N2C,1
O=C1CCO1,1
Cc1c2ccccc2c(C)c2c1ccc1ccccc12,1
CC(C)(C)CC(C)(C)OO,1
CC(Br)CCCN1C(=O)c2ccccc2C1=O,1
CC(C)C1OCCN1CCOC(=O)NCCCCCCNC(=O)OCCN1CCOC1C(C)C,1
CCOCC,0
Cc1c(O)cccc1O,1
CCCCN(CCCC)c1ccccc1,1
CC(C)(C)OOC(=O)c1ccccc1,1
O=C(O)c1ccc([N+](=O)[O-])c(O)c1,0
Nc1ccccc1,1
O=C(O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,0
COc1ccc(C=O)cc1O,0
OCCN1CCOCC1,0
CCCC(C)=NO,0
CCCCCOC(=O)CC,0
CCCCCCCCCCCCC,1
CCCCCCCCCCCCCCCCCCI,0
CCN(CC)c1ccc([C+](c2ccc(N(CC)CC)cc2)c2ccc(N(CC)CC)cc2)cc1,1
Cc1cccc(C)c1C(=O)O,0
Nc1cc(Cl)c(Cl)cc1S(=O)(=O)O,0
COc1ccc2nc(Cl)cc(C)c2c1,0
CC(I)CCCN1C(=O)c2ccccc2C1=O,1
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,0
Cc1ccc(N2C(=O)C=CC2=O)cc1N1C(=O)C=CC1=O,1
CCCCOCCOC(=O)COc1nc(Cl)c(Cl)cc1Cl,1
CCN(CC)CCCCCCBr,1
OC1COC2C(O)COC12,0
CC12CC(O)C3C4=C(CCC3C1CCC2=O)CC(=O)CC4,0
Nc1ccc(OCCO)c(N)c1,1
CS(C)(=O)=O,0
CC1=CCC(C=CC(C)C(C)O)C1(C)C,0
CN(N=O)C(N)=O,1
CCOC(=O)C(C)O,0
O=C(O)c1ccccc1O,0
NC1CCCCC1N,1
CCN(CC)CCCCCCO,1
CCC(=O)Nc1ccc(Cl)c(Cl)c1,1
CCCCO,0
C=CC[N+](C)(C)CC=C,0
CCCCC(CC)C(c1ccc(O)cc1)c1ccc(O)cc1,1
ClCCl,0
S=C=S,0
C=C(Cl)Cl,0
CCC(C)(C)O,0
CCCCCCC(O)CCCCCCCCCCC(=O)O,0
C=COCCOCCOC=C,0
CCO[Si](CCCNC=O)(OCC)OCC,1
COS(=O)(=O)OC,1
O=S(=O)(O)OOS(=O)(=O)O,1
O=S(O)O,0
C=CC(C)(O)CCC=C(C)C,0
ClC=C(Cl)Cl,1
C=C(C=CCC(C)C)CC,0
CC(C)(C1CCC(O)CC1)C1CCC(O)CC1,0
O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1,0
CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1,0
CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0
O=C=NCCCCCCN=C=O,1
CCCCCOC1OC(C)C(O)C(O)C1O,0
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,1
O=C(OC1CCCCC1)c1ccccc1C(=O)OC1CCCCC1,1
CCOC(=O)c1ccccc1C(=O)OCC,0
CCOP(=O)(C(=O)c1c(C)cc(C)cc1C)c1ccccc1,1
CC(c1ccccc1)c1ccc(O)cc1O,0
Oc1oc(O)c2c1CCCC2,1
O=C1OC(=O)c2ccccc21,1
CCCC(c1cc(C(C)(C)C)c(O)cc1C)c1cc(C(C)(C)C)c(O)cc1C,0
COc1ccc(C)cc1C(CCN(C(C)C)C(C)C)c1ccccc1,1
CCCCCn1c(=O)[nH]c(=O)c2[nH]c(Cl)nc21,1
Cc1cccc(C)c1N,0
Oc1cccc(O)c1O,1
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1
CC(=O)C1CCCCC1=O,0
CC(=O)OC(C)(C)C1C=CC(C)C(=O)C1,0
CCCCNC(=O)OC#CCI,1
CN(C)Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,1
Nc1ccccc1[N+](=O)[O-],0
O=c1c(-c2ccccc2)c1-c1ccccc1,1
CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1,1
CC(C)(C1CCCO1)C1CCCO1,1
CNC(C)C(O)c1ccccc1,1
O=Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1,0
N=c1nc(-c2ccccc2)[nH]c(=N)[nH]1,0
C=C(C)C(=O)OCC(C)O,0
CC(CO)CC(C)c1ccccc1,0
CCCN(C)C,0
OCCOc1ccc2ccccc2c1,0
COC(=O)c1ccccc1,0
O=c1[nH]c2ccccc2s1,0
CCOC(=O)CC(=O)c1ccccc1,0
CCOC(=O)c1ccc(N)cc1,0
CCCOC(=O)c1ccc(O)cc1,0
Cc1ccccc1C,1
Nc1ccc(Cl)c(Cl)c1,1
O=C(CO)CO,0
CCC(C)=NO,0
CC1CCCO1,0
C=CCc1ccc(O)c(OC)c1,1
OCC1CCCO1,0
S=C(SSSSSSC(=S)N1CCCCC1)N1CCCCC1,0
Cc1ccc(S(=O)(=O)Cl)cc1,1
Clc1ncnc2ccc(I)cc12,1
C=C1CC=C(C(C)C)CC1,0
CC=CC(=O)SCC(O)CO,0
c1ccc2c(c1)ccooc1ccccc12,1
C=C1CC(C(=C)C)CCC1C,0
C=COC(=O)C(CC)CCCC,1
Cc1ccc(N=Nc2c(O)c(C(=O)O)cc3ccccc23)c(S(=O)(=O)O)c1,0
COC(=O)C(N)CO,0
CCOC(=O)CC1(C)OCCO1,0
O=C(Nc1ccc2[nH]c(=O)[nH]c2c1)c1cc2ccccc2c(N=Nc2cc(Cl)ccc2Cl)c1O,0
C=CCCCCCCCCOC(=O)C=Cc1ccccc1O,1
COc1ccc(C(C)=O)cc1,0
C=Cc1ccncc1,1
CSc1ccccc1,1
FC(F)CNCc1ccc(Cl)nc1,1
CC(C)(c1ccccc1)c1ccc(Nc2ccc(C(C)(C)c3ccccc3)cc2)cc1,1
c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1,1
CC(C=O)=Cc1ccccc1,1
CCCCCCC(C=O)=Cc1ccccc1,1
CCCCCCCCCCCCCCCC(=O)NC(C(=O)O)C(C)CC,0
Cc1c(C#N)c(Nc2ccc(S(=O)(=O)O)cc2)[nH]c(=Nc2ccc(S(=O)(=O)O)cc2)c1N=Nc1nc(-c2ccc3ccccc3c2)c(N=Nc2cc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c3c2)s1,0
Cc1cc(OC2OC(CO)C(O)C(O)C2O)cc2c1OC(C)(CCCC(C)CCCC(C)CCCC(C)C)CC2,0
CCCCN(CCCC)C(=S)SCSC(=S)N(CCCC)CCCC,0
O=C(C=Cc1ccccc1)OCc1ccccc1,1
CC(C)C(=O)OCCOc1ccccc1,0
BrCCc1ccccc1,1
CC(C=O)Cc1ccc(C(C)C)cc1,1
CC12CCC(C(=O)C1=O)C2(C)C,1
CCC(=O)C=Cc1ccc(OC)cc1,1
CC=Cc1ccc(OC)cc1,1
OCC=Cc1ccccc1,1
O=CC=Cc1ccccc1,1
O=c1c2ccccc2[nH]c2cc3c(=O)c4ccccc4[nH]c3cc12,0
O=C1CCCCCCCCCCCC(=O)OCCO1,0
CCC(C)C1CCCc2cccnc21,1
Nc1cccc(Oc2ccc(-c3ccc(Oc4cccc(N)c4)cc3)cc2)c1,0
CCCCCCCCCCCCC(Br)C(=O)O,1
C=C(C)C(=O)OCCOCCC[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)CCCC,0
CN(C(=S)SSC(=S)N(C)c1ccccc1)c1ccccc1,0
O=C1CCCCCCCCCCCCCCO1,0
CC(C)=CCCC(C)=CCO,1
Nc1ccc(N)cc1,1
C=CC(=O)OCC(C)C,1
CNC1CN(Cc2ccccc2)CCC1C,0
CC(C)(F)CC(NC(c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)O,0
COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(N)c2n1,0
COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCCN3C(=O)c4ccccc4C3=O)c2n1,0
C=CCCl,0
O=CC=O,1
NNC(=O)CCCCC(=O)NN,0
Cn1cc(C(=O)Nc2cccc3c2C2CCC3C2=C(Cl)Cl)c(C(F)F)n1,0
CC(C)OC(C)C,0
Oc1cccc(O)c1,1
Clc1nc(Cl)nc(Cl)n1,1
C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,1
N#CCCO,0
O=C(O)C=CC(=O)O,1
CCCCCCCCCC(C)C=O,1
CCCCCBr,1
CCCCC=O,0
CCCCCC#CC(=O)OC,1
O=CCCCC=O,1
NCCNCCN,1
S=C(S)NCCNC(=S)S,0
CCCCCCC#CC(=O)OC,1
COC(=O)CCCC(=O)OC,0
CCCCOCCOC(C)=O,0
CCCCCCCCCCCCCCBr,1
CCCCCCCCCCCCCCCCBr,1
CCCCCCCCCCCCCCCCCCBr,1
CCCCOCCOCCOCCOCCOCCCC,0
CC1CC(NC(N)=O)NC(=O)N1,0
COC(=O)c1c(O)coc1O,0
O=S(=O)(Cl)c1ccc2c(c1)OCO2,1
C=CC(=O)NCCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,0
O=C(Nc1ccc(Cl)c(Cl)c1)c1cc(Cl)cc(Cl)c1O,1
CC(CC(=O)NCCO)CC(C)(C)C,0
CC1=C(C=O)C(C)(C)CC=C1,1
CCCCCCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,1
COC(=O)C(C)CCC(=O)N(C)C,0
Cc1ccc(C(=O)O)c(Oc2ccccc2CC(=O)O)c1C,0
O=C(OCc1ccccc1)c1ccccc1O,1
CCCCC1COC(c2ccc(-c3ccc(-c4cc(F)c(F)c(F)c4)c(F)c3)cc2)OC1,0
CC1CCC(C(C)C)C(C(=O)Nc2ccc(CC#N)cc2)C1,0
COc1ccc(C)cc1[N+](=O)[O-],0
Cc1cc(=O)n(-c2cccc(S(=O)(=O)O)c2)[nH]1,0
COC(=O)c1ccccc1O,0
O=C1CCc2ccccc2O1,1
O=C(O)CCCCCO,0
O=C1NCCN1,0
CC(C=O)Cc1ccc2c(c1)OCO2,1
Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)O,1
COc1cc(C=O)ccc1O,0
Nc1cccc(S(=O)(=O)O)c1,0
Nc1ccc(S(=O)(=O)O)cc1,0
O=CC=C(c1ccccc1)c1ccccc1,1
O=C(C1CCC(C(=O)N(CCO)CCO)CC1)N(CCO)CCO,0
COc1cc(-c2cc(OC)cc(C(C)(C)C)c2Op2oc3ccccc3c3ccccc3o2)c(Op2oc3ccccc3c3ccccc3o2)c(C(C)(C)C)c1,0
CCCCCC(C=O)=Cc1ccccc1,1
CC(=O)C=Cc1ccccc1,1
O=CCc1ccccc1,1
COc1ccc(C(=O)Nc2ccccc2)cc1N=Nc1c(O)c(C(=O)Nc2ccc3[nH]c(=O)[nH]c3c2)cc2ccccc12,0
CNS(=O)(=O)c1cc(OC)c(N=Nc2c(O)c(C(=O)Nc3ccc4[nH]c(=O)[nH]c4c3)cc3ccccc23)cc1OC,0
COc1cc(NC(=O)C(=NNc2cc(OC)c(S(=O)(=O)Nc3ccccc3)cc2OC)C(C)=O)c(OC)cc1Cl,0
CC(=O)Nc1ccc(NC(=O)c2cc3ccccc3c(N=Nc3cc(C(N)=O)ccc3Cl)c2O)cc1,0
CC(=O)C(=NNc1ccc(S(=O)(=O)O)cc1[N+](=O)[O-])C(=O)Nc1ccccc1,0
CCCCCCCCNC(=O)Nc1ccc(Cc2ccc(NC(=O)NCCCCCCCC)cc2)cc1,0
CCCCC(CC)CCl,1
CCC=O,0
CC(=O)CC(C)=O,0
NC(=O)N=NC(N)=O,0
C1=Nc2ccccc2OCC2(COc3ccccc3N=1)COc1ccccc1N=C=Nc1ccccc1OC2,0
Fc1ccc(Oc2ccnc3cc(Cl)cc(Cl)c23)cc1,0
Cc1cc(N=Nc2c(S(=O)(=O)O)cc3cc(S(=O)(=O)O)cc(N)c3c2O)ccc1N=Nc1ccc(N=Nc2c(S(=O)(=O)O)cc3cc(S(=O)(=O)O)cc(N)c3c2O)cc1,0
C=CC1(C)CC(OC(=O)CO)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0
CC(C)c1ccc(C(C)CC=O)cc1,1
C[N+]1(CC(=O)NN=Cc2ccccc2O)CCOCC1,1
CC(C)CC1CCC(CCC=O)CC1,1
CC(C)(CO)CO,0
OCC(CO)(CO)COCC(CO)(CO)CO,0
CC(C)CC(C)(O)C#CC(C)(O)CC(C)C,1
CC(C)(C)c1ccc(OC(=O)c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)c(-c2c(O)oc3ccc(C(C)(C)C)cc23)c1,0
CC1CCN(c2nc3cc(Cl)ccc3o2)CCN1,0
CC(=O)C(C)=CC1=C(C)CCCC1(C)C,1
O=C(C(O)C(O)CO)C(O)C(O)C(O)O,0
Clc1ccc(C(Cl)(Cl)Cl)c(Cl)c1,1
COc1ccc(C(=O)c2ccccc2)c(O)c1,0
COc1cc(OC)n2[nH]c(=N)nc2n1,0
C=CC(=O)OCCCCOc1ccc(C(=O)Oc2ccc(OC(=O)c3ccc(OCCCCOC(=O)C=C)cc3)c(C)c2)cc1,0
O=CCC1CC2CC1C1CCCC21,1
O=C(O)CCCCO,0
O=c1oc(C(O)CO)c(O)[c-]1O,0
C=C(C)C(=O)O[Si](C(C)C)(C(C)C)C(C)C,1
COc1ccccc1NC(=O)C(=NNc1ccc(Cl)cc1[N+](=O)[O-])C(C)=O,0
S=C(SN1CCOCC1)N1CCOCC1,0
CC(C)C1CC=C(CCC=O)CC1,1
C=CC(=O)N1C(=O)N(C)C(C)C1c1ccccc1,1
CC1C(C)(C)C2CCc3cncnc3C2C1(C)C,1
CCN(CC)C(=O)c1ccc[n+](CCCS(=O)(=O)O)c1,0
CN(C)CCOC(C)(c1ccccc1)c1ccc(Br)cc1,1
C=CC(=O)OCC,1
CC1CCC(C(C)C)C(=O)C1,1
COc1cc(-c2cc(OC)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,0
CCCCC(CC)COC(=O)C=CC(=O)OCC(CC)CCCC,0
CCOC(=O)C=CC(=O)OCC,1
CCCCOCCOC(=O)CCCCC(=O)OCCOCCCC,0
C=CC(=O)OCCCC,1
CCCCCCCCCCCCBr,1
CN1CCN(C(=O)C(OCc2ccccc2)C(OCc2ccccc2)C(OCc2ccccc2)C2(COCc3ccccc3)COC(C)(C)O2)CC1,0
COC(=O)c1ccccc1OS(=O)(=O)c1ccc(O)cc1,0
CCCCOC(=O)CSCSCC(=O)OCCCC,0
CCCCCCCCCCCCCCCCCCNC(=O)CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0
CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nnnn2C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,0
O=S(=O)(O)C(F)(F)F,0
Cc1cc[nH]n1,0
C=CCCCC=CCOC,1
COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,0
CCCSc1nc(Cl)c([N+](=O)[O-])c(Cl)n1,1
CCCCCCCCCC(=O)NCCNC(=O)CCCCCCCCCCC(O)CCCCCC,0
Cc1cccc(C)c1OP(=O)(Oc1ccc(-c2ccc(OP(=O)(Oc3c(C)cccc3C)Oc3c(C)cccc3C)cc2)cc1)Oc1c(C)cccc1C,0
NCc1cccc(CN)c1,1
CCC(O)COc1ccc(N=Nc2ccc(N=Nc3cccc(S(=O)(=O)O)c3)c(NC(C)=O)c2)cc1,0
O=C(C=Cc1ccccc1)c1ccc(O)c(O)c1O,1
CC(CN)CCCCCCN,1
O=C1C([P+](c2ccccc2)(c2ccccc2)c2ccccc2)CCN1c1ccccc1,0
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,0
S=c1[nH]c2ccccc2s1,1
C=CC(=O)OCC(CCC)CCCCC,1
Nc1ccc(C(=O)O)cc1,0
N=c1cc(Cl)[nH]c(C(=O)O)c1Cl,0
COc1ccc(C2(C#N)CCC(=O)CC2)cc1OC1CCCC1,0
COC(=O)CCC(C#N)(CCC(=O)OC)c1ccc(OC)c(OC2CCCC2)c1,0
CCCCN1CCC(CNC(=O)c2c3n(c4ccccc24)CCCO3)CC1,0
CC1(C)CC(CBr)C(=O)O1,1
C=CC(=O)OCC(CC)(COC(=O)C=C)COC(=O)C=C,1
C=C(C)C(=O)OCC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COC(=O)C(=C)C)cc2)cc1,1
C=CC(=O)O[Si](C(C)C)(C(C)C)C(C)C,1
Cc1ccc(-n2[nH]c(C)c(N=Nc3ccc(-c4ccc(N=Nc5c(C)[nH]n(-c6ccc(C)cc6)c5=O)c(Cl)c4)cc3Cl)c2=O)cc1,0
CN(C)CCCN1CN(CCCN(C)C)CN(CCCN(C)C)C1,0
CCc1cccc(CC)c1N(COC)C(=O)CCl,1
COc1cc([N+](=O)[O-])ccc1NN=C(C(C)=O)C(=O)Nc1cc(Cl)ccc1OC,0
C=CC(=O)NC(C)(C)CC(C)(C)C,0
C(CCCOCC1CO1)CCOCC1CO1,1
CC=C1CC2C=CC1C2,1
COC(=O)c1ncc[nH]c1=N,0
CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,1
CC(=O)CC(=O)c1cc(C)c(C)c(C)c1C,1
CC(O)CNC(=O)O,0
CC(O)CN,0
CC(=O)N1CCOCC1,1
O=C(O)c1nc(Cl)ccc1Cl,0
O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccc(-c2ccc(OP(=O)(Oc3ccccc3)Oc3ccccc3)cc2)cc1,0
CCC=C1OC(=O)c2ccccc21,1
C=CCc1cc(C(C)(C)c2ccc(O)c(CC=C)c2)ccc1O,1
Cc1csc2c(Cl)cccc12,1
C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0
CCCCC1=NC(C)(C)C(=O)O1,1
CCCCCCC1=NC(C)(C)C(=O)O1,1
CCCCCCCCCC1=NC(C)(C)C(=O)O1,1
CCCCCCCCCCCCCCCC1=NC(C)(C)C(=O)O1,1
CCCCCCCCCCCCCCCCCC1=NC(C)(C)C(=O)O1,1
Cn1cc(C(=O)O)c(C(F)F)n1,0
C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0
O=C(C=Cc1ccc(O)cc1O)c1ccccc1,1
O=C1c2ccccc2C(=O)N1SC1CCCCC1,1
COc1cc(C(F)(F)F)c(OC)cc1CC#N,0
Nc1cc(N=Nc2cc(N=Nc3ccc(NNc4ccc(S(=O)(=O)O)cc4)c(N)c3)c(N)cc2N)ccc1N=Nc1ccc(S(=O)(=O)O)cc1,0
CC(C)(C)c1ccc(CCC=O)cc1,1
C=C1CCC2CC1C2(C)C,1
CC(C)N(C(=O)CN1C(=O)C(N)C(=O)N(c2ccccc2)c2ccccc21)c1ccccc1,0
CC(C=O)(CO)CO,0
CCCP(=O)(OC)OC,0
CC1OC(OC2C(Oc3cc(O)c(C(=O)CCc4ccc(O)cc4)c(O)c3)OC(CO)C(O)C2O)C(O)C(O)C1O,0
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,1
COc1cc(C)c2c(Cl)c(OC)ccc2n1,0
CCCOc1cccc(C(=O)O)c1,0
CCCOc1ccc(Br)c(C(=O)O)c1,0
CCCOc1ccc2c(c1)C(O)(c1ccc(OC)cc1OCc1ccccc1)C(C(=O)N1C(=O)N(C)C(C)C1c1ccccc1)C2c1ccc2c(c1)OCO2,0
CCN=c1[nH]c(Cl)nc(=NC(C)C)[nH]1,0
O=C(O)CCCCC(=O)O,0
COCc1ccc(C=O)o1,1
CCCCCCCCCCCCCCI,1
CC(=O)OCCOC(C)C,0
Clc1cccc(C(Cl)(Cl)Cl)n1,1
CC1(C2CCC3C4=CC=C5CC6(CCC5(C)C4CCC32C)OCCO6)OCCO1,0
Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,0
N=C1C=C(Nc2ccc(N)cc2)C(=N)C=C1Nc1ccc(N)cc1,1
O=CNc1cc(C(O)CBr)ccc1OCc1ccccc1,0
CCc1ccc(C)nc1,1
CC(C)(C)OC(=O)N1CC(F)CC1C(=O)O,0
CC(=O)CC(=O)N(C)C,0
CCC(C)(C)c1ccccc1,1
Oc1ccccc1N=Nc1ccccc1O,1
CCOC(=O)C(F)F,0
O=C1c2c(Cl)c(Cl)c(Cl)c(Cl)c2-c2nc3cccc4cccc(c43)n21,0
CCCCCCCCCCCCCCCC(=O)C(CCCCCCCCCCCCCC)C(=O)NCCO,0
C=C(C)C(=O)OCCCCOC(=O)C(=C)C,1
C=C(C)C1CC=C(C=O)CC1,1
C=C(C)C(=O)OCCOC(=O)CC(C)=O,0
CCCCCCCCCCCCCCCCOCCO,1
CC(=O)CC(=O)c1cc(C)ccc1C,1
O=C(Nc1ccccc1)Nc1ccccc1NS(=O)(=O)c1ccccc1,0
CCO[Si](CN1CCOCC1)(OCC)OCC,0
COc1ccc2[nH]c3cc4c(=O)c5cc(OC)ccc5[nH]c4cc3c(=O)c2c1,0
CN1CCCC1c1cccnc1,0
CCOc1ccc(CC(N)CNCCN)cc1,0
CC1=C(C(=O)O)N2C(=O)C(N)C2SC1,0
CCCCC(CC)C(=O)OOC(C)(C)CC(C)(C)C,1
C=CC1(C)CC(OC(=O)CSC2CC3CCC(C2)N3C)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,0
CCCCN(CCCC)CCCC,0
O=C1O[B-]2(OC(=O)c3ccccc3O2)Oc2ccccc21,0
CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12,0
O=S(=O)(c1ccccc1)N(SC(Cl)(Cl)Cl)c1ccccc1,1
CCC(CO)(CO)COCC(CC)(CO)CO,0
CC(=O)Oc1ccc(C(=O)O)cc1,0
CC(C)(C=O)CN1CCOCC1,1
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,1
CCOc1ccccc1NC(=O)C(=O)Nc1ccccc1CC,0
CC(C)(C)N(Cc1ccccc1)CC(O)c1ccc(O)c(CO)c1,0
CCC(C)=CCCC(C)=O,1
CCCCCCCCCCCCCCCl,1
CCCCOCC1CO1,1
CCCCC(CC)COC(=O)CSCC(=O)OCC(CC)CCCC,1
O=C(CCCCC(=O)OCc1ccccc1)OCc1ccccc1,0
CCCCCCCCCCl,0
CCCCCCCCCCCCCCCCCCSSCCCCCCCCCCCCCCCCCC,0
CC(=O)C(=NNc1ccc(C)cc1[N+](=O)[O-])C(=O)Nc1ccccc1,0
O=S(=O)(O)O,0
O=C(C=Cc1ccccc1)c1ccc(O)cc1O,1
CC1CC=CCCCCCCCCC(=O)C1,1
CCCCCCCC[N+](C)(C)[O-],0
C=C(C)C1CC=C(C)C(=NO)C1,1
CN(C)S(=O)(=O)c1cc(Cl)c(N)cc1Cl,0
O=c1[nH]sc2ccccc12,1
CCN(CCCl)c1ccc(C=O)cc1,1
CCCCCCCCCCCCCCC=CS(=O)(=O)OC,1
O=C(C=Cc1ccccc1)c1ccc(O)cc1,1
CC(=O)CC(=O)Nc1ccc2[nH]c(=O)[nH]c2c1,0
CCN1CCCC1=O,0
CCCc1ccc(O)c(OC)c1,1
CCOc1ccccc1NC(=O)c1cc2ccccc2c(N=Nc2ccc(C(N)=O)cc2)c1O,0
C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0
Cc1cc2c(cc1C(F)(F)F)NCC2,0
CC1CC(C(C)(C)C(C)C)CCC1=O,1
O=[N+]([O-])c1ccc(N=Nc2c(O)ccc3ccccc23)c(Cl)c1,0
Nc1c(OCCOC(=O)Oc2ccccc2)cc(O)c2c1C(=O)c1ccccc1C2=O,0
Cc1ccc(N)cc1O,1
Cc1cc(O)ccc1N,1
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,0
CNC(=O)c1cc(Oc2ccc(N)cc2)ccn1,0
CCCCCCCCCCCCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,0
c1nc[nH]n1,0
O=c1c(O)c(O)c1=O,1
CC(=O)C(N)C(O)O,0
COC(=O)CCS,0
O=Cc1cc(O)ccc1Br,1
COC(=O)c1cc(NN=C(C(C)=O)C(=O)Nc2ccc3[nH]c(=O)[nH]c3c2)cc(C(=O)OC)c1,0
n1n[nH]c(-c2nn[nH]n2)n1,0
Cc1nc(=Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(Cl)[nH]1,0
N(c1nn[nH]n1)=c1nn[nH][nH]1,0
O=C(O)C(=NOCc1ccccc1)C(=O)O,0
CC(C)N(C(=O)Cn1c(=O)c(=NOCc2ccccc2)c(=O)n(-c2ccccc2)c2ccccc21)c1ccccc1,0
Cc1ccc(C(=O)OCC2OC(n3cc(C)c(=O)[nH]c3=O)CC2OC(=O)c2ccc(C)cc2)cc1,0
O=c1c2cc(Cl)ccc2[nH]c2cc3c(=O)c4cc(Cl)ccc4[nH]c3cc12,0
CCOc1ccc(NC(=O)C(=NNc2ccc(-c3ccc(NN=C(C(C)=O)C(=O)Nc4ccc(OCC)cc4)c(Cl)c3)cc2Cl)C(C)=O)cc1,0
CCCCOC(=O)c1ccccc1N=Nc1c(O)c(C(=O)Nc2ccc3[nH]c(=O)[nH]c3c2)cc2ccccc12,0
